,아이디,주소,기업성장단계,신규인력_채용의사,구분,신규채용_예상인력,신규채용_박사,신규채용_석사,신규채용_대졸,신규채용_전문대졸,신규채용_고졸이하,지역,업종
1388,18666,경북 영천시,성숙기,없음,개인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1389,18683,경기 시흥시,초기성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
1390,18696,강원 강릉시,성숙기,있음,법인,3,0,0,1,1,1,대전/세종/충청/강원,기타
1391,18698,강원 원주시,고도성장기,없음,개인,0,0,0,0,0,0,대전/세종/충청/강원,의료/제약
1392,18708,대구 달서구,초기성장기,없음,개인,0,0,0,0,0,0,대구/경북,컴퓨터/반도체/전자부품
1393,18734,경기 성남시 중원구,고도성장기,있음,개인,1,0,0,1,0,0,서울/인천/경기,에너지/화학/정밀
1394,18744,인천 남동구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1395,18747,서울 성동구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1396,18751,울산 울주군,초기성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기타
1397,18768,경기 하남시,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1398,18780,부산 강서구,고도성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,컴퓨터/반도체/전자부품
1399,18786,경기 화성시,성숙기,있음,개인,2,0,0,2,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1400,18809,경기 안양시 동안구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1401,18823,서울 서초구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1402,18839,서울 성동구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
1403,18841,서울 송파구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1404,18848,대전 유성구,성숙기,있음,법인,2,0,0,2,0,0,대전/세종/충청/강원,정보통신/방송서비스
1405,18850,경기 고양시 일산서구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1406,18855,경기 평택시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
1407,18857,경기 의왕시,고도성장기,있음,법인,3,0,0,1,1,1,서울/인천/경기,기타
1408,18858,대구 달서구,쇠퇴기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
1409,18870,경기 시흥시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
1410,18874,전남 여수시,성숙기,없음,개인,0,0,0,0,0,0,광주/전라/제주,기계/자동차/금속
1411,18875,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
1412,18883,인천 부평구,고도성장기,있음,법인,2,0,0,0,0,2,서울/인천/경기,음식료/섬유/비금속/기타제조
1413,18903,전남 장성군,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,음식료/섬유/비금속/기타제조
1414,18928,부산 사하구,성숙기,없음,개인,0,0,0,0,0,0,부산/경남/울산,의료/제약
1415,18934,대전 유성구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
1416,18950,경기 시흥시,성숙기,있음,법인,15,0,2,8,5,0,서울/인천/경기,의료/제약
1417,18951,경북 칠곡군,쇠퇴기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1418,18968,경남 창원시 성산구,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
1419,18979,경기 용인시 처인구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
1420,18996,경북 김천시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,컴퓨터/반도체/전자부품
1421,19005,경북 경산시,성숙기,있음,법인,1,0,0,1,0,0,대구/경북,에너지/화학/정밀
1422,19067,부산 사상구,초기성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,음식료/섬유/비금속/기타제조
1423,19070,경기 성남시 중원구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1424,19072,경북 포항시 남구,초기성장기,있음,법인,2,0,0,0,0,2,대구/경북,음식료/섬유/비금속/기타제조
1425,19083,대전 유성구,고도성장기,있음,법인,3,0,1,1,1,0,대전/세종/충청/강원,의료/제약
1426,19085,대전 유성구,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
1427,19123,경남 김해시,초기성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
1428,19136,인천 부평구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
1429,19163,경남 진주시,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
1430,19179,울산 북구,초기성장기,있음,법인,1,0,0,1,0,0,부산/경남/울산,컴퓨터/반도체/전자부품
1431,19253,서울 강남구,성숙기,있음,법인,32,0,0,20,12,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1432,19254,강원 원주시,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
1433,19272,경북 칠곡군,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1434,19280,경북 구미시,고도성장기,있음,법인,2,0,0,1,1,0,대구/경북,의료/제약
1435,19284,충남 금산군,고도성장기,있음,법인,1,0,0,1,0,0,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
1436,19299,경기 안산시 상록구,창업기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
1437,19326,울산 울주군,고도성장기,있음,법인,2,0,0,0,2,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
1438,19339,서울 종로구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,의료/제약
1439,19377,경남 산청군,고도성장기,있음,법인,3,0,0,1,2,0,부산/경남/울산,의료/제약
1440,19388,경기 화성시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1441,19441,경기 성남시 중원구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1442,19448,부산 동구,성숙기,있음,법인,3,0,0,3,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
1443,19453,광주 광산구,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,의료/제약
1444,19460,부산 강서구,성숙기,있음,법인,1,0,0,1,0,0,부산/경남/울산,기계/자동차/금속
1445,19471,서울 성동구,성숙기,있음,법인,1,0,0,1,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1446,19481,대구 달성군,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1447,19485,경남 김해시,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
1448,19489,광주 광산구,성숙기,있음,법인,2,0,0,0,2,0,광주/전라/제주,기계/자동차/금속
1449,19491,서울 양천구,성숙기,있음,법인,2,0,0,2,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1450,19496,경기 성남시 중원구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1451,19506,경기 시흥시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
1452,19511,부산 강서구,성숙기,있음,법인,5,0,0,2,3,0,부산/경남/울산,의료/제약
1453,19514,서울 강남구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1454,19531,경기 광주시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
1455,19533,경기 안산시 단원구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
1456,19538,서울 강남구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1457,19542,경북 김천시,성숙기,있음,법인,2,0,0,0,0,2,대구/경북,음식료/섬유/비금속/기타제조
1458,19545,서울 광진구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1459,19551,충남 천안시 서북구,초기성장기,있음,법인,2,1,0,0,1,0,대전/세종/충청/강원,기계/자동차/금속
1460,19558,경기 부천시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
1461,19623,인천 연수구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1462,19669,서울 관악구,초기성장기,있음,법인,3,0,2,1,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1463,19742,서울 구로구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1464,19766,인천 서구,성숙기,있음,법인,5,0,0,2,2,1,서울/인천/경기,기타
1465,19790,충북 진천군,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
1466,19828,경기 군포시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1467,19861,광주 북구,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,의료/제약
1468,19917,경북 구미시,고도성장기,있음,법인,100,0,0,0,0,100,대구/경북,컴퓨터/반도체/전자부품
1469,19921,서울 구로구,성숙기,있음,법인,10,0,0,10,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1470,19948,대구 동구,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,기타
1471,19962,경기 화성시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1472,19967,경기 화성시,고도성장기,있음,법인,3,0,0,3,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1473,19979,부산 남구,고도성장기,있음,법인,2,0,0,2,0,0,부산/경남/울산,정보통신/방송서비스
1474,19980,서울 강서구,성숙기,있음,법인,20,0,2,10,8,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1475,19998,서울 강서구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1476,20004,서울 영등포구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1477,20030,울산 울주군,성숙기,있음,법인,10,0,0,0,0,10,부산/경남/울산,기계/자동차/금속
1478,20046,경북 경산시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1479,20063,충북 청주시 흥덕구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,의료/제약
1480,20064,서울 구로구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1481,20070,경북 구미시,성숙기,없음,개인,0,0,0,0,0,0,대구/경북,컴퓨터/반도체/전자부품
1482,20103,경기 성남시 중원구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1483,20148,경남 창원시 의창구,고도성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,통신기기/방송기기
1484,20188,전남 영암군,초기성장기,있음,법인,4,0,0,0,1,3,광주/전라/제주,음식료/섬유/비금속/기타제조
1485,20198,경기 안양시 동안구,창업기,있음,법인,3,0,0,2,1,0,서울/인천/경기,에너지/화학/정밀
1486,20238,서울 영등포구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
1487,20255,경북 칠곡군,고도성장기,있음,법인,2,0,0,1,1,0,대구/경북,기타
1488,20263,부산 동래구,초기성장기,있음,법인,2,0,0,0,2,0,부산/경남/울산,의료/제약
1489,20292,부산 수영구,성숙기,있음,법인,2,0,0,1,1,0,부산/경남/울산,기타
1490,20364,서울 구로구,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1491,20399,충북 청주시 청원구,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
1492,20414,부산 부산진구,초기성장기,있음,법인,2,0,1,1,0,0,부산/경남/울산,의료/제약
1493,20415,경기 평택시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1494,20439,경기 안산시 단원구,성숙기,있음,법인,2,0,0,0,2,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1495,20445,대전 유성구,고도성장기,있음,법인,2,0,0,0,0,2,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
1496,20451,대전 유성구,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
1497,20461,세종 전의면,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
1498,20488,경기 화성시,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1499,20493,서울 서초구,초기성장기,있음,법인,3,0,0,3,0,0,서울/인천/경기,에너지/화학/정밀
1500,20512,경남 창원시 성산구,성숙기,없음,개인,0,0,0,0,0,0,부산/경남/울산,컴퓨터/반도체/전자부품
1501,20521,경북 구미시,성숙기,있음,법인,3,0,0,3,0,0,대구/경북,에너지/화학/정밀
1502,20527,대전 서구,성숙기,없음,개인,0,0,0,0,0,0,대전/세종/충청/강원,기타
1503,20529,대구 달서구,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1504,20541,대구 달서구,초기성장기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1505,20560,경남 창원시 마산회원구,초기성장기,있음,법인,2,0,0,0,0,2,부산/경남/울산,음식료/섬유/비금속/기타제조
1506,20561,경기 용인시 기흥구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1507,20591,경기 성남시 분당구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
1508,20610,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
1509,20613,대전 대덕구,고도성장기,있음,법인,10,5,5,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
1510,20615,제주 서귀포시,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,음식료/섬유/비금속/기타제조
1511,20620,충북 청주시 흥덕구,초기성장기,있음,법인,1,0,1,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
1512,20635,경기 용인시 기흥구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
1513,20644,경기 용인시 처인구,성숙기,있음,법인,20,0,0,10,10,0,서울/인천/경기,컴퓨터/반도체/전자부품
1514,20655,대전 유성구,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
1515,20721,경북 구미시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,도소매/연구개발서비스/기타서비스
1516,20737,경기 남양주시,초기성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1517,20765,대구 북구,초기성장기,없음,개인,0,0,0,0,0,0,대구/경북,의료/제약
1518,20795,전북 익산시,초기성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,정보통신/방송서비스
1519,20798,경기 안양시 동안구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
1520,20813,서울 노원구,초기성장기,있음,법인,1,0,0,1,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1521,20818,대구 달성군,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
1522,20840,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
1523,20841,대전 유성구,초기성장기,있음,법인,5,0,2,3,0,0,대전/세종/충청/강원,에너지/화학/정밀
1524,20862,서울 강남구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
1525,20867,부산 기장군,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
1526,20870,경기 부천시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
1527,20890,경기 군포시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,의료/제약
